id,age,body_type,diet,drinks,drugs,education,ethnicity,height,income,job,last_online,location,offspring,orientation,pets,religion,sex,sign,smokes,speaks,status,offspring_1,height2
5539,26,athletic,mostly anything,socially,never,graduated from college/university,white,71,40000,sales / marketing / biz dev,26JUN12:05:09:00,"castro valley, california","does not have kids, but might want them",straight,likes dogs,catholicism but not too serious about it,m,cancer,no,english,single,NO,180.34
5540,19,thin,mostly anything,rarely,never,working on college/university,black,64,20000,artistic / musical / writer,30JUN12:09:18:00,"san francisco, california",does not have kids,straight,likes dogs and likes cats,christianity,f,capricorn,no,english (fluently),seeing someone,NO,162.56
5541,26,curvy,anything,socially,never,two-year college,white,63,20000,clerical / administrative,01JUL12:03:40:00,"vallejo, california",does not want kids,bisexual,likes dogs and has cats,agnosticism,f,taurus,no,english,single,NO,160.02
5542,47,average,strictly other,rarely,never,graduated from masters program,white,67,0,education / academia,27JUN12:16:57:00,"oakland, california",does not have kids,bisexual,likes dogs and has cats,other but not too serious about it,m,virgo,no,"english (fluently), spanish (poorly)",available,NO,170.18
5543,31,fit,mostly anything,socially,never,working on masters program,white,73,80000,political / government,30JUN12:11:15:00,"san francisco, california","has kids, and might want more",straight,likes dogs,agnosticism but not too serious about it,m,leo,no,"english (fluently), arabic (poorly), japanese (okay)",single,YES,185.42
5544,26,average,mostly anything,often,sometimes,graduated from college/university,other,76,0,other,25JUN12:08:04:00,"san francisco, california",does not have kids,straight,likes dogs and likes cats,other,m,virgo,no,"english, spanish, french, lisp, russian",single,NO,193.04
5545,23,average,mostly anything,socially,never,working on ph.d program,white,70,30000,student,01JUL12:02:08:00,"stanford, california","does not have kids, but might want them",straight,likes dogs and likes cats,christianity but not too serious about it,m,libra,no,english (fluently),single,NO,177.8
5546,25,athletic,mostly anything,socially,never,dropped out of ph.d program,other,71,100000,science / tech / engineering,25JUN12:20:21:00,"mountain view, california","does not have kids, but might want them",straight,likes dogs and likes cats,atheism and laughing about it,m,virgo,no,"english (fluently), bengali (fluently), c++ (fluently)",single,NO,180.34
5547,41,fit,anything,often,never,graduated from masters program,white,73,0,artistic / musical / writer,28JUN12:12:14:00,"san francisco, california","does not have kids, but might want them",straight,likes dogs and likes cats,agnosticism and laughing about it,m,capricorn,no,"english (fluently), spanish (fluently)",single,NO,185.42
5548,25,athletic,mostly anything,socially,never,graduated from college/university,white,70,0,sales / marketing / biz dev,30JUN12:09:58:00,"martinez, california",does not have kids,straight,likes dogs and has cats,catholicism but not too serious about it,m,gemini,no,"english (fluently), spanish (okay), arabic (poorly)",single,NO,177.8
5549,31,average,mostly anything,socially,never,graduated from college/university,asian,66,0,other,28JUN12:21:25:00,"palo alto, california","does not have kids, but might want them",straight,likes dogs and dislikes c,agnosticism,f,gemini,no,english (fluently),single,NO,167.64
5550,40,fit,mostly anything,not at all,never,graduated from college/university,white,64,50000,education / academia,30JUN12:23:30:00,"san rafael, california","does not have kids, but might want them",straight,likes dogs and has cats,other,f,leo,no,"english (fluently), spanish (poorly)",single,NO,162.56
5551,45,a little extra,anything,socially,never,graduated from college/university,white,71,0,transportation,01JUL12:01:31:00,"pleasant hill, california",does not want kids,straight,has cats,agnosticism and somewhat serious about it,m,gemini,no,english,single,NO,180.34
5552,27,athletic,strictly anything,socially,never,graduated from college/university,white,66,0,sales / marketing / biz dev,06JUN12:21:46:00,"san francisco, california",does not have kids,straight,likes dogs and dislikes c,christianity,m,taurus,no,english (fluently),single,NO,167.64
5553,28,average,strictly anything,rarely,never,graduated from high school,other,67,0,construction / craftsmanship,01JUL12:00:33:00,"hayward, california","does not have kids, and does not want them",straight,likes dogs and dislikes c,christianity and very serious about it,m,taurus,no,english (fluently),single,NO,170.18
5554,67,curvy,anything,socially,never,graduated from ph.d program,white,62,150000,executive / management,24APR12:19:13:00,"san francisco, california","has a kid, but does not want more",straight,likes dogs,atheism and laughing about it,f,taurus,no,english,single,YES,157.48
5555,35,average,mostly anything,socially,never,graduated from college/university,hispanic / latin,67,0,medicine / health,07JUN12:18:15:00,"south san francisco, california","does not have kids, but might want them",straight,has dogs,christianity and somewhat serious about i,f,leo,no,"english, spanish",single,NO,170.18
5556,28,curvy,other,socially,never,graduated from college/university,hispanic / latin,62,0,science / tech / engineering,01JUL12:01:38:00,"san francisco, california","does not have kids, but wants them",straight,has dogs,buddhism but not too serious about it,f,aquarius,sometimes,"english (fluently), spanish (fluently)",single,NO,157.48
5557,47,athletic,anything,socially,never,graduated from college/university,white,75,0,artistic / musical / writer,30JUN12:12:18:00,"san francisco, california",does not have kids,straight,likes dogs and likes cats,buddhism,m,virgo,no,english,single,NO,190.5
5558,30,thin,mostly anything,socially,never,graduated from med school,"hispanic / latin, white",67,0,medicine / health,27JUN12:12:12:00,"san francisco, california","does not have kids, but wants them",straight,likes dogs and likes cats,catholicism but not too serious about it,f,libra,no,"english, spanish (okay)",single,NO,170.18
5559,35,a little extra,anything,socially,never,graduated from college/university,hispanic / latin,62,0,rather not say,29JUL11:23:50:00,"martinez, california",has a kid,straight,has dogs,catholicism but not too serious about it,f,sagittarius,no,"english (fluently), spanish (fluently)",single,YES,157.48
5560,18,curvy,anything,very often,often,high school,white,69,20000,unemployed,01JUL12:01:35:00,"oakland, california",does not have kids,bisexual,has dogs and likes cats,atheism,f,aquarius,yes,english,single,NO,175.26
5561,23,average,mostly other,socially,never,working on college/university,white,66,0,student,13APR12:07:43:00,"pacifica, california","does not have kids, but might want them",bisexual,has dogs and has cats,christianity but not too serious about it,f,sagittarius,no,english (fluently),single,NO,167.64
5562,40,fit,mostly vegetarian,socially,never,graduated from masters program,white,74,40000,education / academia,29JUN12:09:00:00,"berkeley, california","does not have kids, but wants them",straight,likes dogs and likes cats,buddhism and somewhat serious about it,m,cancer,no,"english (fluently), french (fluently), dutch (fluently), german (fluen",single,NO,187.96
5563,63,average,mostly anything,rarely,sometimes,dropped out of college/university,white,71,0,other,27JUN12:10:30:00,"mill valley, california",has a kid,straight,likes dogs and likes cats,other and laughing about it,m,taurus,no,english (fluently),available,YES,180.34
5564,20,thin,mostly anything,very often,often,working on space camp,white,68,0,artistic / musical / writer,30JUN12:16:27:00,"san francisco, california","does not have kids, and does not want them",straight,likes dogs and likes cats,atheism and laughing about it,m,scorpio,yes,"english (fluently), yiddish (poorly)",single,NO,172.72
5565,38,average,mostly anything,not at all,never,graduated from college/university,indian,68,80000,artistic / musical / writer,01JUL12:02:11:00,"san francisco, california","does not have kids, but wants them",straight,likes dogs,hinduism but not too serious about it,m,gemini,no,"english (fluently), german (fluently), italian (fluently), gujarati (f",single,NO,172.72
5566,35,athletic,strictly vegetari,socially,never,graduated from college/university,"hispanic / latin, white,",69,0,science / tech / engineering,01JUL12:00:43:00,"san francisco, california",does not have kids,straight,likes dogs and likes cats,other but not too serious about it,m,scorpio,no,"english (fluently), spanish (poorly)",single,NO,175.26
5567,22,average,anything,rarely,sometimes,working on college/university,"asian, black, white",68,20000,sales / marketing / biz dev,08MAR12:05:18:00,"oakland, california","does not have kids, but wants them",straight,has dogs,other,m,libra,sometimes,english,single,NO,172.72
5568,41,athletic,mostly anything,socially,never,graduated from college/university,white,73,0,banking / financial / real estate,30JUN12:23:25:00,"larkspur, california",has kids,straight,has dogs,christianity,m,leo,no,english,single,YES,185.42
5569,23,average,mostly anything,rarely,never,graduated from masters program,white,73,100000,science / tech / engineering,01JUL12:01:05:00,"san francisco, california",does not have kids,straight,likes dogs and likes cats,judaism but not too serious about it,m,scorpio,no,"english (fluently), russian (fluently), spanish (poorly)",single,NO,185.42
5570,29,athletic,mostly anything,rarely,sometimes,graduated from masters program,white,67,0,artistic / musical / writer,29JUN12:18:55:00,"oakland, california",does not have kids,bisexual,likes dogs and likes cats,agnosticism,f,scorpio,no,"english (fluently), spanish (okay), dutch (poorly), italian (poorly)",single,NO,170.18
